checked_at,stage,keyword,title,topic_type,search_intent,decision,reason,matched_source,matched_title,matched_url,keyword_exact_match,intent_core_match,title_similarity,body_similarity,structural_similarity
2026-05-12 18:16:46,writing_queue,excel 잠재적인 보안 문제가 있습니다,excel 잠재적인 보안 문제가 있습니다 해결 전에 먼저 확인할 것,error_solution,problem_solving,pass,no strong duplicate signal detected,,,,0,0,0.0,0.0,0.0
2026-05-12 18:16:46,writing_queue,powerpoint 에 오류 가 생겨 제대로 작동 할 수 없습니다,powerpoint 에 오류 가 생겨 제대로 작동 할 수 없습니다 문제를 줄이는 실무 처리 순서,error_solution,problem_solving,pass,no strong duplicate signal detected,,,,0,0,0.0,0.0,0.0
2026-05-12 18:16:48,writing_queue,powerpoint 저장 중 오류가 발생했습니다,powerpoint 저장 중 오류가 발생했습니다 자주 생기는 이유와 점검 순서,error_solution,problem_solving,pass,no strong duplicate signal detected,,,,0,0,0.0,0.0,0.0
2026-05-12 18:16:52,writing_queue,powerpoint 응용 프로그램 오류,powerpoint 응용 프로그램 오류 해결 전에 먼저 확인할 것,error_solution,problem_solving,pass,no strong duplicate signal detected,,,,0,0,0.0,0.0,0.0
2026-05-12 18:16:52,writing_queue,엑셀 업데이트 후 발생하는 오류 대처와 롤백 방법,엑셀 업데이트 후 발생하는 오류 대처와 롤백 방법 문제를 줄이는 실무 처리 순서,error_solution,problem_solving,review,moderate title overlap,writing_queue_selected,powerpoint 에 오류 가 생겨 제대로 작동 할 수 없습니다 문제를 줄이는 실무 처리 순서,,0,0,0.5455,0.0,0.0
2026-05-12 18:16:52,writing_queue,문제점과 해결방안 슬라이드 만드는 실무 템플릿 10종,문제점과 해결방안 슬라이드 만드는 실무 템플릿 10종 원인과 해결 방법,error_solution,problem_solving,pass,no strong duplicate signal detected,,,,0,0,0.0,0.0,0.0
2026-05-12 18:16:52,writing_queue,트러스트 센터 설정으로 PPT 파일 위치 오류 해결,트러스트 센터 설정으로 PPT 파일 위치 오류 해결 자주 생기는 이유와 점검 순서,error_solution,problem_solving,review,moderate title overlap,writing_queue_selected,powerpoint 저장 중 오류가 발생했습니다 자주 생기는 이유와 점검 순서,,0,0,0.5556,0.0,0.0
2026-05-12 18:16:52,writing_queue,SWOT 분석 포함 문제 해결 PPT 실무 예시,SWOT 분석 포함 문제 해결 PPT 실무 예시 원인과 해결 방법,error_solution,problem_solving,pass,no strong duplicate signal detected,,,,0,0,0.0,0.0,0.0
2026-05-12 18:16:52,writing_queue,Git 브랜치 충돌 발생 시 실무 해결 팁,Git 브랜치 충돌 발생 시 실무 해결 팁 문제를 줄이는 실무 처리 순서,error_solution,problem_solving,review,moderate title overlap,writing_queue_selected,powerpoint 에 오류 가 생겨 제대로 작동 할 수 없습니다 문제를 줄이는 실무 처리 순서,,0,0,0.5,0.0,0.0
2026-05-12 18:16:54,writing_queue,엑셀 VLOOKUP 함수 실무 사용법과 오류 해결,엑셀 VLOOKUP 함수 실무 사용법과 오류 해결 자주 생기는 이유와 점검 순서,error_solution,problem_solving,review,moderate title overlap,writing_queue_selected,powerpoint 저장 중 오류가 발생했습니다 자주 생기는 이유와 점검 순서,,0,0,0.5556,0.0,0.0
2026-05-12 18:16:54,writing_queue,로직 트리 활용한 PPT 문제 해결 기법,로직 트리 활용한 PPT 문제 해결 기법 문제를 줄이는 실무 처리 순서,error_solution,problem_solving,review,moderate title overlap,writing_queue_selected,Git 브랜치 충돌 발생 시 실무 해결 팁 문제를 줄이는 실무 처리 순서,,0,0,0.6,0.0,0.0
2026-05-12 18:16:54,writing_queue,비즈니스 보고서 PPT 문제 인식부터 해결까지 구조,비즈니스 보고서 PPT 문제 인식부터 해결까지 구조 자주 생기는 이유와 점검 순서,error_solution,problem_solving,review,moderate title overlap,writing_queue_selected,powerpoint 저장 중 오류가 발생했습니다 자주 생기는 이유와 점검 순서,,0,0,0.5556,0.0,0.0
2026-05-12 18:16:54,writing_queue,3M 모델로 PPT 문제 원인 분석하는 사용법,3M 모델로 PPT 문제 원인 분석하는 사용법 해결 전에 먼저 확인할 것,error_solution,problem_solving,pass,no strong duplicate signal detected,,,,0,0,0.0,0.0,0.0
2026-05-12 18:16:59,writing_queue,outlook 기본 서식 설정,outlook 기본 서식 설정 기본 개념부터 적용 방법까지 정리,feature_explanation,how_to,pass,no strong duplicate signal detected,,,,0,0,0.0,0.0,0.0
2026-05-12 18:16:59,writing_queue,outlook 기본 설정,outlook 기본 설정 처음 시작할 때 알아두면 좋은 사용법,feature_explanation,how_to,pass,no strong duplicate signal detected,,,,0,0,0.0,0.0,0.0
2026-05-12 18:17:03,writing_queue,팀즈 기본 브라우저 설정,팀즈 기본 브라우저 설정 초보자도 이해하기 쉬운 설정과 활용,feature_explanation,how_to,pass,no strong duplicate signal detected,,,,0,0,0.0,0.0,0.0
2026-05-12 18:17:03,writing_queue,워드 Copilot으로 여러 문서 정보 합성하는 실무 방법,워드 Copilot으로 여러 문서 정보 합성하는 실무 방법 초보자도 이해하기 쉬운 설정과 활용,feature_explanation,how_to,review,moderate title overlap,previous_posts,피츠의 법칙 활용 방법,https://ochosblogg.blogspot.com/2024/10/blog-post_3.html,0,0,0.5,0.0,0.0
